datetime,portfolio_value,cash,positions,return
2020-01-28 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-01-29 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-29 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-01-30 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-30 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-01-31 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-31 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-04 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-04 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-05 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-05 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-06 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-06 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-07 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-07 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-10 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-10 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-11 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-11 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-12 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-12 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-13 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-13 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-14 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-14 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-18 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-18 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-19 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-19 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-20 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-20 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-21 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-21 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-24 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-24 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-25 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-25 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-26 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-26 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-26 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-26 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-27 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-27 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-02-28 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-28 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-02 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-02 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-03 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-03 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-04 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-04 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-05 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-05 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-06 08:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-03-06 16:00:00-05:00,100000.0,100000.0,[],0.0
2020-03-09 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-09 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-09 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-09 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-10 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-10 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-10 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-10 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-11 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-11 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-11 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-11 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-12 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-12 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-12 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-12 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-13 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-13 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-13 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-13 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-16 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-16 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-16 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-16 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-17 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-17 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-18 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-18 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-18 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-18 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-19 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-19 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-20 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-20 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-20 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-20 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-23 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-23 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-24 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-24 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-25 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-25 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-26 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-26 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-27 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-27 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-30 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-30 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-03-31 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-03-31 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-04-01 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-01 16:00:00-04:00,100000.0,100000.0,[],0.0
2020-04-02 08:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,[],0.0
2020-04-02 16:00:00-04:00,101068.56742858887,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.010685674285888735
2020-04-03 08:30:00-04:00,100000.0,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",-0.010572697880019688
2020-04-03 09:30:00-04:00,100000.0,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-03 09:30:00-04:00,100000.0,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-03 16:00:00-04:00,100000.0,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-06 08:30:00-04:00,102133.30696105957,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.02133306961059578
2020-04-06 09:30:00-04:00,102133.30696105957,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-06 09:30:00-04:00,102133.30696105957,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-06 16:00:00-04:00,102133.30696105957,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-07 08:30:00-04:00,104844.94766235352,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.026550013722044907
2020-04-07 09:30:00-04:00,104844.94766235352,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-07 09:30:00-04:00,104844.94766235352,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-07 16:00:00-04:00,104844.94766235352,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-08 08:30:00-04:00,111114.65579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.05979981171886317
2020-04-08 09:30:00-04:00,111114.65579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-08 09:30:00-04:00,111114.65579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-08 16:00:00-04:00,111114.65579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-09 08:30:00-04:00,108720.90579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",-0.0215430627304094
2020-04-09 09:30:00-04:00,108720.90579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-09 09:30:00-04:00,108720.90579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-09 16:00:00-04:00,108720.90579223633,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.0
2020-04-13 08:30:00-04:00,112405.36392211914,6092.229064941406,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 383.0}]",0.03388914121929543
