log_return,drift_tscore_15,drift_tscore_30,drift_tscore_60,rv_30,rv_120,rv_delta,true_range,range_expansion,er_30,er_60,er_120,autocorr,flip_rate,median_cross,impulse_revert,illiquidity,volume_zscore,gap_score,entropy,d_lambda,mass,d_mass_dt,ofi_proxy,absorption_score,dissipation_proxy,logit_DIR,logit_NDR,logit_TRN,logit_LV,logit_NV,logit_HV,logit_PT,logit_PX,logit_TE,logit_BR,logit_RR,logit_AR,logit_SR,logit_RB,logit_FB,logit_AGC,logit_RVP,logit_ABS,logit_EXH,logit_ALN,logit_CT,logit_CST,logit_RUN,logit_PBM,logit_FLG,logit_VWM,logit_RRO,logit_SRR,prob_TREND_UP,prob_TREND_DN,prob_RANGE,prob_BREAKOUT_UP,prob_BREAKOUT_DN,prob_EXHAUST_REV,prob_LOWVOL,prob_HIGHVOL,composite_signal,c_field,c_consensus,c_liquidity,score,sig_rsi,sig_macd,sig_stochastic,sig_roc,sig_vwap_dev,sig_cmf,sig_range_pos,sig_momentum,sig_atr_ratio,sig_vol_profile_dev,wt_rsi,wt_macd,wt_stochastic,wt_roc,wt_vwap_dev,wt_cmf,wt_range_pos,wt_momentum,wt_atr_ratio,wt_vol_profile_dev,proj_rsi,proj_macd,proj_stochastic,proj_roc,proj_vwap_dev,proj_cmf,proj_range_pos,proj_momentum,proj_atr_ratio,proj_vol_profile_dev,direction
0.3105955230390429,-0.5940575556730538,0.13324590717473012,-0.35360193098412906,0.27771569637602617,1.0415499432515933,-0.014343740143923226,1.0913044041296533,0.189142328981519,-1.1357414823831595,0.28371709274053214,-0.055879253015574386,-0.3598281349585449,0.6744907594765952,3.3724537973829762,0.5395926075812761,6.435529905735862e-06,0.9098136071308442,-0.11468572433599124,-0.22649521615924642,-6.023804224555143e-05,0.77424082584495,1.843413606788745,1.2747190943853774,-0.41117616811724944,-0.3372453797382976,0.18268419174078876,0.15600398259778075,-0.19746806289605867,-0.04484945193264436,-0.004325836641847846,0.5764969546810017,-0.16052381878701294,0.07392685553701064,0.5189912771723625,-0.025305125262549938,0.282849677879085,0.18328722117022112,0.19268462482429966,0.3562200315356947,0.21606897636408942,-0.20435635317910547,0.4493271348779173,0.017843352324507823,0.2801565081025165,-0.3032947974134371,0.3401661738750119,-0.0377283665677009,-0.0006364720996139203,0.3266548081251281,0.00047735407471044544,-0.060952749454371805,-0.08311060653447502,0.34175548609107514,0.05589253623712851,0.0489199331432596,0.21334781155240734,0.02856122323379254,0.024998205935029615,0.22469674887579863,0.10245718281532587,0.30112635820725786,-0.08186320403021255,0.0024429052545239527,0.40108621674238415,0.2971343542623948,-2.3833398090236137e-05,-0.2743020156508738,-0.09506741549538703,-0.47503206141045545,0.4537167564801762,-1.38568056939465,0.040181776672318474,-0.46175434459940656,0.4605969799018457,-0.2050313015492245,-0.6517782987058471,0.39370708422075285,0.11447480109933408,0.36501759044801696,0.26869193813199976,0.29285065088804807,0.09312407556447388,0.24485317464326584,0.10810387072098827,0.5205489972380141,0.14663606561624637,-0.09655178054486147,-0.03851337191986197,-0.16925811423488282,0.16517337111456795,-0.48927383545593317,0.015028588074826061,-0.1599580539512468,0.16737425322966704,-0.0725738947923868,-0.22851364854146688,1
0.11461613212756032,-0.5695742644547174,0.31616294561836694,-0.333264266104528,0.19392578469162652,0.9961864647354088,-0.07835617402770423,0.5603350974202136,-0.2504626770194502,-1.5537294752522404,0.2825498462138851,-0.01893033835653348,-0.013291598255224102,0.0,3.3724537973829762,0.0,6.428615665365951e-06,-0.0008512683768664849,2.8088809406873825,-0.30280943696765966,-8.089983372684672e-06,0.9562345943115327,0.2536549786251305,-0.39513843077395994,-0.42699453763168366,-1.011736139214893,0.06970283507264295,0.20055223840533712,-0.19317584854331887,-0.04537393614513703,-0.0038015514924106784,0.5239773198948227,-0.13821762301138266,0.058019200910471976,0.44372399901265186,-0.027525894090909844,0.2540349046359928,0.1879827120358535,0.17347930710510895,0.29712141595521174,0.1803099057399532,-0.1894373880773326,0.38562513207163884,0.004005244594166785,0.15262173499783002,-0.26489251391642127,0.2606890549352739,0.0022960652217572895,-0.021081698643568656,0.2775050331129542,0.015811273982676493,-0.061203059914634816,-0.08254976103020595,0.21021128974740674,0.06701229989294165,0.04884799029990713,0.23271364594778507,0.03898681840176694,0.028419077246360024,0.18782642105661995,0.11575422992176164,0.2804395172328575,-0.16944207988893006,0.001502344463403693,0.5490352008644224,0.09853523618146164,-1.3771541214016702e-05,-0.27083317964795656,-0.2856825595315564,-0.552918805586731,-0.0881411290837674,-1.331294721729836,0.018159262477381883,-0.45740693620747963,-0.05443203259414383,-0.30789435089970446,-0.6297098265043349,0.36790569279967367,0.11605625132118899,0.34469019148676316,0.25868042669093694,0.2990909591835247,0.09077231330827297,0.25034901888350425,0.11120523550976719,0.5160404489771832,0.1569272999073401,-0.10211214372533815,-0.11170020008494441,-0.21103495056920107,-0.043712206425392496,-0.5043476327785662,0.007267476766046931,-0.1730440648038553,-0.030348601052340135,-0.11836489824305847,-0.2382070868285585,1
0.6626090722433995,0.02287678338576886,0.4278780836246855,-0.25357413283803404,0.16651759305520028,0.97639674377959,-0.0791210736671513,0.3357584957245544,-0.3965247906568624,-1.504564850390535,0.09658148392793273,-0.14713498537552708,-0.010543179797087337,0.0,3.3724537973829762,0.0,6.285162874744044e-06,-0.6945008287771742,2.514412664315657,-0.3248014499849067,1.722388169626396e-05,0.0684031743709264,-0.5500727568878669,-0.25548596059596296,-0.6796539764039529,-1.5176042088223398,-0.06972436022524525,0.2972793474365304,-0.2777169400764072,-0.035307016244818856,0.00025990389627812433,0.46871588456094665,-0.13977577371791178,0.03451782929443659,0.39144580187942435,-0.024320103395205565,0.23177939328770733,0.1701389452582845,0.14009115287977786,0.22560434905214327,0.16312988159314923,-0.18957300542983757,0.3330893744563115,0.013164282585754592,0.08834625246047181,-0.241958699712464,0.19304195256517817,0.06351968902027451,0.018780531572156776,0.23881812488975035,-0.014085398679117577,-0.049513369303982493,-0.09040576710614369,0.06146370661226501,0.07071371402571429,0.04609762569763496,0.2630537580317754,0.044179081431945114,0.02879994054299808,0.1578759584539546,0.12798603008001666,0.2612938917359609,-0.15111947949731683,0.0006008207986814007,0.5495299592712248,0.09169337322982776,-4.575038272736639e-06,-0.18666837085184068,-0.26618046379362514,-0.4261284181985323,-0.02604867532069682,-1.1545959119564044,0.011898204092932916,-0.355655576449326,0.0034503379833596,-0.43686200231329136,-0.40727716653124907,0.3637718481639555,0.11521270122932967,0.34538902053084874,0.2429349257860946,0.319127992721891,0.09645807814830062,0.27108643914039704,0.11084614861040666,0.5164704941340443,0.18187693067640964,-0.06981997328244169,-0.10240587000887597,-0.1623653419558162,-0.007590894252886066,-0.44577872184813455,0.005623735336391023,-0.13542362936788604,0.0038342612489650086,-0.17258274392341133,-0.1527479998973914,0
0.026563602160536753,0.5307231417795728,0.2667570545808273,-0.269908299334226,0.07952066061716928,0.9518790688143176,-0.126946632414014,-0.2938084468871657,-0.9213054648787741,-1.386945146847277,0.21560072984088172,-0.11334681814884814,-0.5028336752251552,0.0,3.3724537973829762,0.0,5.747336669662655e-06,-0.6256183672018856,0.7663968746767609,-0.5207249995917187,-2.119190777080496e-05,0.8352245987970339,0.6717939288790642,-0.2113104732745143,0.28506333638035,-1.3489815189531904,-0.1882351608447178,0.377458186897256,-0.24573933054898967,-0.015141143752599562,0.003558950865547885,0.3559156335291425,-0.12274814251730001,0.01688394441481255,0.35006928236274804,-0.007518722763143311,0.22496744363149002,0.15633456914581773,0.13762259357620402,0.20914267207991608,0.1299942863059492,-0.1996312772927564,0.3140927424559007,0.016138403509716383,0.03601199624046036,-0.23800652138585887,0.171869940630092,0.12535096441317886,-0.023742563250637005,0.2391176134651468,0.017806922437977758,-0.012901219958578899,-0.0583027668160048,0.056293532840092156,0.06083464191989916,0.046590764768341786,0.2934795390512565,0.04424596320622974,0.03388617403887191,0.13847523693328115,0.14050584495969434,0.24198183512242555,-0.24197627778820754,0.0005874981048851202,0.6316665485099278,0.17123408521139913,-1.537649524339813e-05,-0.19089021360268985,-0.21351224034506677,-0.39301750644525385,-0.7940535138746186,-1.1260057823463034,0.026645126200989962,-0.36284697155184203,-0.7574990175043036,-0.6491860718881107,-0.3983532936443136,0.370468845701933,0.1066803832747801,0.3524132390256296,0.2241202691613002,0.33823448771069153,0.10082454760460408,0.2914762073469098,0.10239449318459046,0.5166758900083464,0.2014875349028288,-0.07372166989604323,-0.08112663239213679,-0.15148058871641717,-0.32730779859390136,-0.4369076608367495,0.01142100651470706,-0.1407289690526508,-0.3129052470339477,-0.2572369721867367,-0.15415304234350097,0
-2.101901913184889,-0.03519504123738523,-0.02994721559711235,-0.357942541232767,0.0946362951153763,0.9584541311973809,-0.0966978484469423,0.5541120511287381,-0.03060671171580848,-0.6256220562547061,0.5497975388927359,-0.01973391985338314,-0.5423086767055639,0.0,3.3724537973829762,0.0,6.748257163310778e-06,0.0,-1.5767061360054109,-0.3919048574322502,6.191030244101418e-05,-1.7373018515215801,-1.9530284309255344,-0.29739441004294065,-0.49772779610075735,-0.6744907594765952,-0.20985427123278322,0.37547632929925345,-0.301712878483197,-0.025691966208907173,0.0031319577407680974,0.36572521031325056,-0.12589950546367012,-0.008627924336953873,0.3195286629822429,-0.01575366255987467,0.20948880883408688,0.15589223029604446,0.10280575918678417,0.1374997378314612,0.10627386819651807,-0.1963637274009336,0.29426220637270895,-0.008580936325776441,0.05467176800234449,-0.22923773768890707,0.168377496714915,0.11773861126380963,0.025445192546339562,0.2334955667504404,-0.01908389440975467,-0.03339813545982646,-0.0657306038621894,-0.025246275458227878,0.05467750938513564,0.05633971351457422,0.2914892116550741,0.03833171878493558,0.03949700853513257,0.13812206412682582,0.14208101367007683,0.2394617603282452,-0.3734276338794772,0.00011155838949228336,0.6498393356276736,0.1562612035000997,-4.230248205506846e-06,-0.3779575058013374,-0.4734748201382752,-0.48338911569121934,-1.2977385830074184,-1.572845460761297,0.014583911325811496,-0.6805447032705261,-1.2491127187364315,-0.6980565670187976,-1.1656594035825156,0.3691214401993384,0.11059186677721648,0.3521088248865139,0.22769362198457477,0.339335360295531,0.10295533494076115,0.2912448551073437,0.10621750651463187,0.5180367552205023,0.20580391139680193,-0.15243978830374832,-0.19158045891169445,-0.19124457519895266,-0.5197766988743083,-0.6258846773042825,0.005321336366106407,-0.2739425490325335,-0.5004726578099145,-0.2741121318396307,-0.4747017879298404,0
-2.2196484770748426,-0.3430011091762226,-0.322308255467188,-0.4972834170014161,0.12154776488639102,1.0232438063595677,-0.08604881718275764,1.1211105150712821,0.6448040758071502,0.11752038101921851,1.024711963758907,0.2851841307484837,-0.4827532001915825,0.0,3.3724537973829762,0.0,7.109233149234421e-06,1.4138090228950257,-0.6580033450650333,-0.5089492317890612,-1.7059495879017214e-05,-1.0926004498227417,0.535861777927722,-0.5578094316981875,-0.1784628347470347,-0.6744907594765952,-0.25984583194729205,0.3757362097157474,-0.25613463152591454,-0.023054498914650726,-0.002573593471572701,0.3561066443445021,-0.08237079122689302,0.005878813650709934,0.25463991109910783,-0.014620910374110032,0.1864827634650801,0.17537353691087462,0.09828601080017894,0.1134459353106637,0.05344803068596983,-0.1507657320657173,0.2634054029804113,-0.06006662595308307,0.009155042973469925,-0.20047498697414798,0.17407245067218555,0.029677571578923187,-0.014917576143639144,0.2110387720712862,0.011188182107729355,-0.029091343162577433,-0.05903992096145405,-0.03340341344727899,0.0474033160000664,0.06543128051995994,0.2882267234920569,0.0359065626605418,0.04956219463520524,0.13197760527759508,0.1445250714779892,0.2369672459365853,-0.4979315330444263,0.0002926245279106787,0.6127905483057898,0.28026546891058235,-2.5024303961253285e-05,-0.491779969018645,-0.9154237922476883,-0.5988542938245384,-2.029019203988596,-2.0109472227133685,-0.06825769072478285,-0.6982043074594811,-1.9840485823597338,-0.6372495662930265,-1.8557014829355605,0.359841788108453,0.11074805540587888,0.34363214213421045,0.22905561110202044,0.33552091281237073,0.10436687903940374,0.2885925066138287,0.10682506480433336,0.5172636703165002,0.20380673677093422,-0.2004414933635231,-0.37857020961746324,-0.24326574159030978,-0.8313096063849321,-0.8161652493840682,-0.03039253542671358,-0.28031599398463075,-0.8134411005589801,-0.2538417126334115,-0.7609486706199567,0
-0.009919340565227575,-0.779186115308067,-0.2514429836393165,-0.5129076825572209,0.11172299682891296,1.0083689854909204,-0.08437301005049873,0.03517782248876787,-0.479907134314506,0.02264355389379996,1.0272962661776313,0.18977343618777084,-0.4543613984815432,-0.6744907594765952,3.3724537973829762,0.0,7.1135279220865964e-06,0.4119769469641999,1.4094509641904551,-0.7123556966603396,-4.9930680519064255e-05,0.7431654432699218,1.5778731922200624,-0.3631066402096002,0.47210589201675907,-0.6744907594765952,-0.32550666711285553,0.425979968133461,-0.20883858137457784,0.0017637267512158883,-0.004605576855124612,0.2862642394839449,-0.05136535931470572,0.0019056173816884617,0.21298751782935813,0.005090270232221188,0.15073193542645585,0.18098229845879477,0.10359299048695894,0.11379366399206778,0.03349167025158948,-0.11994200180497068,0.20681268818722315,-0.11462968377816829,-0.01602551911221237,-0.1847170552246734,0.139362024944663,0.013939919379820661,-0.055476250581310727,0.19404549643133864,0.041607187935983045,0.013678435197986793,-0.02669557068546067,-0.044968126939380765,0.04734573351234325,0.060880912008852935,0.29665925400488635,0.04046629040078473,0.05203477657754709,0.12354714235109931,0.15635853424751775,0.2227073568969686,-0.5467404916347086,0.0005704248530525868,0.621649125315535,0.18235616897529283,-3.5354562292883676e-05,-0.49685820256985325,-1.1049057597657725,-0.693010055230908,-2.3208899584136438,-1.9572995342551878,-0.1036857339153215,-0.6999774620485595,-2.310969940937347,-0.7512878639254699,-1.7258856397192084,0.35869995243016595,0.1063103830612924,0.3433978187953756,0.22440831190596772,0.339567635926406,0.10774407927913172,0.2944189411322993,0.10266569129742882,0.5176234825541756,0.21538698096318315,-0.19979709573536036,-0.44846264536477054,-0.28084643658137765,-0.9382620243354147,-0.7829576256765826,-0.04321025439033873,-0.2810401483835777,-0.9352747539351071,-0.3047416449189848,-0.6881509495291339,0
-1.6369021267485953,-1.1010110301655769,-0.42550204328674807,-0.5729294901589749,0.11741448544045284,1.0405255670949183,-0.07628933212200459,2.075734047266714,1.6908638928670061,0.4907416340622116,1.1896721279447127,0.49001089940302234,0.3655563084955695,-1.3489815189531915,3.3724537973829762,0.0,7.235157564486901e-06,2.85759442038977,0.1398664141738807,0.3982084482058291,2.6592369828605825e-05,-0.27652575222417786,-0.8329882971088045,-0.8503935302847927,-0.3800214987030721,-0.6744907594765952,-0.39552387676574435,0.4741935006775207,-0.283012274404535,0.008197818294672872,-0.010013404371011047,0.32324527180623885,-0.04854760208664094,0.0031078676490564694,0.16515721780222686,0.006343301814998505,0.08345306717289525,0.2025838861381841,0.07087876871886717,0.048757309670224874,0.021093870026845356,-0.058440840844914625,0.09530869889697842,-0.1840694639191376,-0.053276679323737586,-0.12222274074050773,0.05411715176897746,-0.08181787003563683,-0.0023066946320457124,0.11991837878115917,0.001730020974034293,0.014819585845375571,-0.036782495199485246,-0.2212660553300758,0.04536820989141475,0.06942962713707436,0.29448337472959113,0.03977623862133249,0.06087190618726642,0.1098462066925182,0.16507800019386354,0.21514643654693913,-0.4942625224659344,0.00018840556136767717,0.6119496983454048,0.3892586428744566,-2.218223942971219e-05,-0.5580039184365789,-1.3584395655177683,-0.7010382488523108,-1.7112362693991923,-2.225728981726566,-0.12712963626145937,-0.7048996904447284,-1.6337841600028131,-0.5125293540787009,-2.093784650245653,0.35028206661530525,0.11475800672281801,0.3393224066659589,0.2330640728953561,0.3413109821022094,0.11424166682703316,0.2970890546898155,0.11080975039225253,0.5218341198444578,0.23292042642278393,-0.23444538756581884,-0.5722414854197317,-0.29206224201722786,-0.6913773642910156,-0.9321765429840239,-0.05467668986593644,-0.29356523156123615,-0.6571562961304742,-0.2061858032572324,-0.8806108129868777,0
-1.6927998009736873,-2.291187447539161,-0.613237507980817,-0.6503682350308368,0.11603020843368547,1.0359844613731228,-0.0755629585871011,0.7434388340819843,0.27288188885923753,0.9784047688288221,1.3935723921732717,0.7290021204810984,0.45874725499003416,-1.3489815189531915,3.0352084176446787,0.0,7.592063530821463e-06,3.8188420959412857,-0.8633860770799462,0.07209911114057706,-2.848936630491524e-06,-0.12468953565771199,0.08904224796160033,-1.0053894363416789,1.32068847972938,-0.6744907594765952,-0.5237705659062322,0.6118685927471623,-0.30006318425049805,0.05424559551350771,-0.01480592420863041,0.29061658153348136,-0.039526481288757645,0.0005355963767103189,0.13796570160585966,0.050522095594596014,0.008416266693440838,0.2238492229280139,0.053089104602216004,0.00771261463228555,-0.023952170808797683,-0.00477550511798578,-0.00574487544344035,-0.24403776002811545,-0.09459061970926227,-0.05889366591534487,-0.01302271588743277,-0.15043060902966177,-0.009553142906541589,0.05032519030574661,0.007164857179906199,0.08814824247753106,0.00945567557998285,-0.2888716044863764,0.03550230925319232,0.06555144483772683,0.31821744232430066,0.0364306681794997,0.06726556626327825,0.0942172627805113,0.18510181768938322,0.1977134886721078,-0.5274401758999575,0.00045684852741012527,0.5948824256243083,0.3429138932526265,-4.915431597451029e-05,-0.6038652469346568,-1.6347702529458301,-0.7002291459924275,-2.035319087702679,-2.4715077058665695,-0.12235301845636815,-0.6957526527237101,-1.9521385634207127,-0.525462228323058,-2.396031191329854,0.37136646220350705,0.11223299135106185,0.36237849624342855,0.22258453306259246,0.3673245828290776,0.13085562942180368,0.3283160591526997,0.10663498589439513,0.5312893275303194,0.27366787992708896,-0.24973792290849778,-0.6779942403414968,-0.2876335351976184,-0.8430808358786921,-1.0187767372308973,-0.05149403075463751,-0.2855442038187505,-0.8089290244524039,-0.21668573871744162,-0.9897186608286433,0
-2.0943245387698064,-2.627990154385019,-0.986259052803245,-0.7013094104829884,0.027242305711191163,1.0592940952203824,-0.18416983623711752,1.5490098161253063,1.3903703734954813,1.9657638259960242,1.614014748130792,1.0234669760453388,2.5915380420751006,-1.3489815189531915,1.3489815189531902,0.0,7.97463038390658e-06,3.7308622211740334,0.7824012258281356,-0.47660876613477227,6.919113933590989e-06,-0.3427674700142468,-0.21597293225071043,-0.9776229979259438,0.16907230160212597,-0.6744907594765952,-0.5978273409482054,0.6705269283820949,-0.339193962170324,0.06884180931270405,-0.01902222559653104,0.29761192347147564,-0.03144227782381827,-0.0023852501248946565,0.09507294062988877,0.05935105089426967,-0.06816339425931402,0.2292572709757154,0.028642305410407083,-0.0436168144072033,-0.03484753437457807,0.0316751932651673,-0.12260159562553745,-0.28959586981908425,-0.1644799118176355,0.024199867149725836,-0.09194689757536739,-0.22689133380550813,0.01045418188383587,-0.043156927593880255,-0.007840636412876894,0.1000787896172432,0.014744525356051356,-0.41661154684740886,0.027499130477345823,0.0737302702923687,0.3246918279006866,0.030093638731215296,0.0806866282394379,0.07759918410431435,0.201080608702641,0.18461871155199025,-0.5207319765266324,0.0004783441846301084,0.5735617313325835,0.34934016630544446,-4.990952485332517e-05,-0.642654634776605,-1.9432453422554017,-0.7161148153103964,-1.8620370117593599,-2.7428024404430382,-0.16513790970382503,-0.7455582465470368,-1.7371096478187,-0.35213616881908083,-2.7072549451504573,0.3758361583961107,0.11982182217541537,0.3674855444370265,0.22747895130467954,0.3793864458399595,0.135727261995777,0.3395997075285607,0.1126811809167085,0.5385635075320879,0.29706035042631385,-0.27185897429886147,-0.8231272612891689,-0.30170870581381637,-0.7730153129800446,-1.155177117232843,-0.072935411415624,-0.31512734103071666,-0.7195289293081699,-0.14359406785984025,-1.1417063344230791,0
